PRO ID 	Category 	UniProtKB ID 	

PR:000010280	gene	D4A7K6; P45966; P87310; Q06213; Q0VIA1; Q9BTT4; Q9CXU0; Q9GYU7
PR:000010249	gene	O16297; O75001; P33993; P38132; P43299; Q54RU0; Q61881; Q6AYN8; Q7ZVL6; Q9XYU0
PR:000010248	gene	F1NAG0; F1R5P3; F4KAB8; P34647; P49731; P53091; P97311; Q14566; Q62724; Q86B14; Q9V461
PR:000010247	gene	F1QK71; O80786; P29496; P33992; P41389; P49718; Q21902; Q54CP4; Q5ZKL0; Q9VGW6
PR:000010243	gene	P24279; P25205; P25206; P30666; Q54VI9; Q5RIC5; Q5ZMN2; Q9FL33; Q9XVR7; Q9XYU1
PR:000010242	gene	F1NB20; H9GXA1; P29469; P40377; P49735; P49736; P97310; Q54LI2; Q9LPD9; Q9XXI9
PR:000010091	gene	E1BX01; F4I4Q1; P10962; Q18035; Q55DJ3; Q5EB56; Q6NYD4; Q8BGS0; Q9BXY0; Q9UTE6; Q9W3B2
PR:000009675	gene	A2BE28; A2CF03; F4JZH9; O42936; P36146; Q75JW2; Q8SZY9; Q9U1T1; Q9Y4W2
PR:000009016	gene	C7G018; O13823; O62518; P53941; Q5PQR5; Q6DI25; Q8VHZ7; Q96G21; Q9S826; Q9VBY2
PR:000009015	gene	A5WV64; B2RZ12; O01513; O13835; P32899; Q54XG2; Q683D4; Q7JZ53; Q921Y2; Q9NV31
PR:000008876	gene	E1BQH2; F1QSY7; F4JLM5; O13651; P09436; P41252; Q21926; Q54YD4; Q8BU30; Q8MSW0
PR:000008497	gene	E1C805; G3X9B1; O60179; P42945; Q23495; Q54ML4; Q7SY48; Q9C8Z4; Q9H583; Q9VM75
PR:000008327	gene	D4A7Q9; O74458; P33339; Q3TMP1; Q54YB5; Q7JVW5; Q8GUP0; Q95PV7; Q9Y5Q9
PR:000008319	gene	A5WWE3; O74366; Q09645; Q12004; Q13889; Q561R7; Q86IB5; Q8LF41; Q8VD76; Q9VPX4

PR:000012701	gene	A1Z838; E7EXW2; E9PTA5; F4JD48; G4SNP0; O95427; P36051; Q54WY9; Q8WZK2; Q9R1S3
PR:000012700	gene	P47088; Q17515; Q54IA4; Q5F380; Q7T310; Q8C2R7; Q9EQY6; Q9H3S5; Q9P6R5; Q9W2E4
PR:000012698	gene	F1NI41; P49018; P49048; Q54N74; Q6IQM5; Q8GYI6; Q8T4E1; Q92643; Q9CXY9; Q9USP5
PR:000012652	gene	E1BV20; G5EBY6; P83870; P83871; Q06835; Q54PP4; Q6YMR2; Q7RTV0; Q9UTB8; Q9VMC8
PR:000012624	gene	D4A5W8; P25578; Q32NB8; Q5ZHN9; Q7KWX2; Q8BHF7; Q8SYL0; Q9BL79; Q9HDW1
PR:000012552	gene	O00541; O60164; P53261; P79741; Q3B8N8; Q54HJ2; Q95Y89; Q9EQ61; Q9LYK7; Q9VL96
PR:000012421	gene	O02115; P04961; P12004; P15873; P17917; P17918; Q03392; Q54K47; Q9DEA3; Q9PTP1
PR:000012034	gene	O43114; O43913; P50874; Q23249; Q24169; Q54C22; Q5F3H9; Q5M7U2; Q6EWX0; Q6P0X9; Q9WUV0
PR:000012033	gene	E1C8I5; F1QRE0; O43929; O88708; P54791; Q6EWX1; Q6P9Z8; Q86AD6; Q9W102; Q9Y794
PR:000012031	gene	F1NDM4; P32833; Q09142; Q13416; Q21037; Q24168; Q38899; Q55CU7; Q60862; Q75PQ8
PR:000012029	gene	A4FVI3; Q8CH62; Q8WV07
PR:000011534	gene	B8A4A1; D3ZTY9; E1BT72; O14325; O15381; Q07844; Q54SY2; Q9DBY8; Q9NAG4; Q9SS94; Q9VS62
PR:000011530	gene	D3ZFM4; Q12063; Q20118; Q55AK1; Q6DHR8; Q8H0V2; Q96E22; Q99LJ8; Q9VPX8; Q9Y7K8
PR:000011477	gene	P40558; Q3B7Q7; Q5ZKV4; Q68FS1; Q76NZ7; Q9R061; Q9UT57; Q9VPD2; Q9Y5Y2
PR:000011476	gene	E1C129; O94442; P52920; P53384; Q5I0L4; Q6P298; Q8H1Q2; Q8T2F3; Q93459; Q9R060; Q9VJI9
PR:000011449	gene	B8JMY3; G3XA30; P43124; Q54T56; Q6BDR8; Q9C689; Q9NXX6; Q9VKV4; Q9XTV3
PR:000011325	gene	E1BUS2; F1QG43; O45012; Q12499; Q55FI4; Q6DFW4; Q9P7S7; Q9QZ86; Q9VM69; Q9Y2X3
PR:000011324	gene	O00567; O94514; Q12460; Q21276; Q4KLK7; Q54MT2; Q6DRE5; Q95WY3; Q9D6Z1; Q9LTV0
PR:000011322	gene	E1C936; E7FFS5; F4I0J1; O43051; P78316; Q54K79; Q8R3N1; Q99207; Q9N3Q9; Q9VEJ2
PR:000011307	gene	E1BXP3; O74879; P48234; Q19974; Q54D60; Q5RJG1; Q66H99; Q802W4; Q9BSC4; Q9M1J9; Q9V3P2
PR:000011304	gene	F4IMH3; O94372; P41843; Q06512; Q4VBT2; Q553S0; Q5I0I8; Q8BHY2; Q9BVI4; Q9W4R1
PR:000011302	gene	F1NV71; F1QFC4; O17580; P39744; Q54PQ6; Q9P7G0; Q9VIF0; Q9WV70; Q9Y3T9; Q9ZPV5
PR:000011300	gene	F1R4C1; Q08444; Q54W91; Q6VEU1; Q8BW10; Q9FLL1; Q9N3D3; Q9ULX3; Q9UTK0; Q9W2Y4
PR:000011219	gene	F1NJ66; F1QBY1; Q54RK7; Q6KC79; Q6KCD5; Q7PLI2; Q95XZ5

PR:000013369	gene	O09061; P18421; P20618; P23724; P34286; P40304; P42742; Q6DRF3; Q6JLB2; Q86A21; Q9UQY2
PR:000013287	gene	A1A5S1; F1QY65; O94906; P19735; Q12381; Q55A15; Q91YR7; Q9GRZ2; Q9VVU6; Q9ZT71
PR:000013283	gene	D4A7J8; O22212; O43172; P20053; Q54K20; Q6PH45; Q93339; Q9DAW6; Q9UTC7; Q9VVI0
PR:000013282	gene	E1C8G8; O74970; Q1JPZ7; Q22961; Q54R91; Q86UA1; Q8K2Z2
PR:000013279	gene	C7G068; O42904; P49704; Q7SXM7; Q8CCF0; Q8RXN6; Q8WWY3; Q9N592; Q9VUM1
PR:000013278	gene	O43395; Q03338; Q09856; Q21486; Q5ZJ85; Q6DRF8; Q8T2A7; Q922U1; Q9C7E7; Q9VW52
PR:000013277	gene	O14011; Q10051; Q5ZMA2; Q7KLW9; Q7KWK5; Q7ZV92; Q99KP6; Q9JMJ4; Q9UMS4
PR:000013216	gene	B8JIP2; O02334; O74761; O89044; P20457; P33610; P49643; Q55BM5; Q5ZM06; Q84WJ2; Q9VPH2
PR:000013215	gene	F1QKT6; F4JZZ1; O14215; P10363; P20664; P34471; P49642; Q24317; Q54MM7
PR:000013026	gene	D3ZY31; E1C5W3; Q54EP3; Q5BJI6; Q969H6; Q9DB28; Q9UU90; Q9VVE0
PR:000013024	gene	E1C0I8; F4IL30; P41812; Q11188; Q54EV0; Q7KVW2; Q8K205; Q99575; Q9UTA4
PR:000013002	gene	P32349; Q55FJ5; Q5XIL3; Q7ZUX1; Q8IG67; Q8LPK6; Q9BUI4; Q9C106; Q9D483; Q9VG60
PR:000012989	gene	E1BV97; O97183; P16370; P19387; P37382; P97760; Q54DH7; Q5EB90; Q7ZV11; Q93338
PR:000012987	gene	D4A5A6; F1Q9K4; P04050; P04052; P08775; P16356; P18616; P24928; P35084; P36594
PR:000012984	gene	A2ATX1; E1C548; O15160; O94616; P07703; P52432; Q54SN4; Q5RJK9; Q9UAY9; Q9VMX3
PR:000012970	gene	F1QFX2; O54956; O94263; P24482; P56282; Q19196; Q500V9; Q54Y85; Q5ZKQ6; Q9VRQ7
PR:000012969	gene	B0V351; E1C5P2; F4HW04; O62218; P21951; P87154; Q07864; Q54RD4; Q9VCN1; Q9WVF7
PR:000012963	gene	B3DKJ9; O54747; P15436; P28340; P30316; P52431; P54358; P90829; Q54N97
PR:000012961	gene	B0S687; O74946; P33611; Q14181; Q21625; Q9VB62
PR:000012911	gene	B8JLZ4; O94745; P11914; P20069; Q10713; Q5ZJ49; Q7K3W2; Q95XN2; Q9DC61; Q9ZU25
PR:000012881	gene	E1BVN5; G5EEL2; O13615; O43660; Q12417; Q54WP9; Q922V4; Q9VYQ9; Q9WUC8
PR:000012707	gene	B0G182; D4A604; O94380; P38875; Q19518; Q8BXQ2; Q949U5; Q969N2; Q9W3G0
PR:000012706	gene	F1QND8; Q04080; Q5XI31; Q6PD26; Q8W4D7; Q96S52; Q9VC10
PR:000012703	gene	B2GUT8; F1QYG5; O13904; P57054; Q8MSE4; Q9JHG1

PR:000014639	gene	F1QRS7; Q6P7W0; Q9GZR1
PR:000014638	gene	D4A2S8; Q6NXL6; Q96HI0
PR:000014600	gene	E1C0C3; F1QGI2; Q0WT48; Q54M91; Q8VHE0; Q9HGN7; Q9U1V9; Q9UGP8; Q9VS57
PR:000014500	gene	B3DKI8; O74534; P22213; Q20364; Q24179; Q54IJ1; Q62991; Q8BRF7; Q8WVM8; Q9SL48
PR:000014444	gene	E1C8A2; P46576; P53969; Q10478; Q6AXV4; Q803G5; Q8BGH2; Q9V784; Q9Y512
PR:000014431	gene	P79064; Q06624; Q17820; Q54WI4; Q6AXQ0; Q6IQS6; Q7KSM5; Q9R1T2; Q9UBE0
PR:000014369	gene	G3V8T5; O94692; P83571; Q12464; Q54UW5; Q9FJW0; Q9GZH2; Q9V3K3; Q9WTM5; Q9Y230
PR:000014368	gene	F1N8Z4; O17607; P60122; P60123; Q03940; Q54C28; Q8AWW7; Q9C0X6; Q9FMR9; Q9VH07; Q9Y265
PR:000014310	gene	B8A4E7; F4IHU8; Q12754; Q54UV2; Q5JTH9; Q5ZKD5; Q6P5B0; Q965N8; Q9C0X8; Q9VYA7
PR:000014308	gene	B2RS91; P36070; P48322; Q10110; Q54HB0; Q9NYV6; Q9V9M6
PR:000014275	gene	F1NPA9; O60128; P05750; P23396; P48152; P62908; P62909; P90526; Q06559; Q6TLG8
PR:000014245	gene	D3ZU51; E1BZ65; F4JXF0; O88796; P38786; P78346; P87120; Q3ZE13; Q5BJK2; Q9TYZ2; Q9VPM0
PR:000014144	gene	E1BYM1; O43148; O74880; P32783; Q1MTD3; Q54Y13; Q5U2U7; Q9D0L8; Q9LHQ7; Q9VJQ4; Q9XVS1
PR:000014019	gene	B0UXW2; E1BWH5; G3V7T0; O42650; O44959; Q12196; Q54VD8; Q922Q2; Q9BRS2; Q9FHT0; Q9VTL5
PR:000013999	gene	E7F0Y5; Q6QI06; Q6R327; Q9VWJ6
PR:000013919	gene	D4A6W4; E7EXE6; F4K836; O94302; P38206; Q23444; Q54IV7; Q8C3B8; Q96AA3; Q9Y123
PR:000013908	gene	B4F778; F1QJ14; P35249; P40348; Q09843; Q54MD4; Q99J62; Q9VX15
PR:000013905	gene	D3ZFT1; F1Q5P6; O60182; P35251; P35600; P35601; P38630
PR:000013837	gene	E1C1K6; F1RAI8; P56175; Q08096; Q09870; Q23400; Q54S38; Q7TQ76; Q9C578; Q9JJT0; Q9Y2P8
PR:000013735	gene	E1C1B6; E7F7S1; P38873; P87141; Q55BR7; Q8K4Q0; Q8N122; Q9W437
PR:000013505	gene	F1RAC4; P25635; P91341; Q15269; Q54PE0; Q5U0X8; Q8BU03; Q8VYZ5; Q9C1X1
PR:000013504	gene	A1Z8D0; D4A1H8; P21304; Q13610; Q7ZWE1; Q869X0; Q99LL5; Q9NAQ2; Q9P775
PR:000013390	gene	F1LMQ3; P02889; P32496; P48556; P50524; Q23449; Q6IQH4; Q9CX56; Q9SGW3; Q9V436
PR:000013387	gene	O42897; O43242; P14685; P25161; P40016; Q04908; Q1ZXD3; Q5U2S7; Q6NYV1

PR:000016951	gene	O42939; P52488; Q54L40; Q7KUA4; Q7SXG4; Q9NAN1; Q9SJT1; Q9UBT2; Q9Z1F9
PR:000016717	gene	D3ZZT6; O74908; Q02825; Q7Z6J9; Q8C2A2; Q9VTV4
PR:000016716	gene	A2BIL9; O60156; P39707; Q5XIB7; Q8BMZ5; Q8MQ07; Q9BSV6
PR:000016715	gene	F1QLQ4; P16658; Q54RX5; Q5M954; Q5ZIN2; Q6P7W5; Q8IP11; Q8NCE0; Q8TFH7; Q9LSS3; Q9U218
PR:000016705	gene	Q12272; Q54L34; Q5EAR5; Q86TN4; Q8K3A2; Q95U58
PR:000016684	gene	F1QTY5; G5EGR8; O14307; P46959; Q6AY46; Q80XC2; Q84K50; Q86JJ0; Q96FX7; Q9VBH7
PR:000016683	gene	D3ZVK3; F1NF40; F1QFE5; O80846; P41814; Q54UB1; Q8CE96; Q8MS69; Q94416; Q9HGL4; Q9UJA5
PR:000016616	gene	B0BNE3; Q03337; Q54YG5; Q6DGL5; Q7K2Q8; Q8IUR0; Q9CQA1; Q9FGU1; Q9NA81; Q9P7N9
PR:000016615	gene	F1QNE7; O43041; Q03784; Q20100; Q69BT7; Q9ES56; Q9LZ97; Q9VLI9; Q9Y296
PR:000016612	gene	E7F9A9; F1MAQ4; F4K0C4; O74501; P48553; Q03660; Q3TLI0; Q556Z3; Q9VFB7
PR:000016359	gene	F1QDL2; G5EFH0; O76994; O95478; P40078; Q54GN8; Q5ZMH9; Q9CR47; Q9FNH2; Q9QYU7; Q9UU79
PR:000016349	gene	O13636; Q02776; Q22647; Q3ZCQ8; Q6NWD4; Q8VYE2; Q9D880
PR:000016348	gene	O02161; O35094; O35857; O43615; O60084; Q01852; Q1LUQ3; Q9VDZ7
PR:000016278	gene	A1XDC0; Q06411; Q17784; Q5U2Y6; Q5ZII9; Q6DI35; Q9ERA6; Q9SHG6; Q9UBB9; Q9UTK6; Q9Y103
PR:000016029	gene	B8JIQ0; D3ZH66; G5EF68; O13282; P38129; P49846; Q15542; Q54KH7; Q5F3I7; Q6S7B0; Q8C092
PR:000015843	gene	O43082; O75683; P36080; P70279; Q23525; Q54G38; Q6DRK9; Q9FLD3; Q9VDS6
PR:000015836	gene	O00267; O13936; O55201; P27692; Q21338; Q54K42; Q5ZI08; Q9DDT5; Q9STN3; Q9V460
PR:000015633	gene	F1QSB3; O13950; P36057; P47758; Q22013; Q4FZX7; Q54XX1; Q9VSN9; Q9Y5M8
PR:000015626	gene	B2RYI2; F1P0P4; F1QI99; O74436; P38687; Q1ZXE8; Q20822; Q8BMA6; Q9FH46; Q9UHB9; Q9VSS2
PR:000015507	gene	B0G180; P28687; P34525; P61009; Q10259; Q12133; Q6NWJ2; Q9D365; Q9VCA9
PR:000015338	gene	B2RZ74; O13829; P08621; P17133; Q00916; Q09584; Q42404; Q55FQ0; Q62376; Q6DRE8
PR:000014737	gene	O44985; Q04693; Q15393; Q1LVE8; Q54SA7; Q5ZI54; Q921M3; Q9LD60; Q9UTT2; Q9W0M7
PR:000014733	gene	F1QRL9; O46106; O59706; P19736; Q12874; Q22469; Q4KLI7; Q55CK7; Q5F387; Q9D554; Q9FG01
PR:000014730	gene	F1LSC3; F1QP64; G5EF97; O74555; Q12186; Q15637; Q54BM5; Q64213; Q9LU44; Q9VEJ1

PR:000029630	gene	Q8JIY8; Q91VE6; Q9BYG3
PR:000029391	gene	P45818; Q09775; Q21736; Q84TG1; Q86IZ9; Q8K301; Q99PT0; Q9VVK8; Q9Y2R4
PR:000029385	gene	D3Z0M9; G3V9M1; P93008; Q54Y81; Q6P9Z2; Q95QN2; Q9BUQ8; Q9VJ74; Q9Y7T7
PR:000029344	gene	A8WHR3; O60141; Q20124; Q9BW85; Q9D6J3; Q9SKZ4
PR:000028904	sequence	O75586-1; Q921D4-1
PR:000027875	sequence	P42932-1; P50990-1; Q6EE31-1
PR:000027860	sequence	P48643-1; P80316-1; Q68FQ0-1
PR:000027858	sequence	P50991-1; P80315-1; Q7TPB1-1
PR:000027856	sequence	P49368-1; P80318-1; Q6P502-1
PR:000027683	sequence	P49354-1; Q04631-1; Q61239-1
PR:000027017	sequence	P57054-2; Q9JHG1-1
PR:000017679	gene	D4AD01; Q09776; Q5ZIF6; Q6TLH9; Q93W87; Q96NC0; Q9CPW7; Q9VZF0
PR:000017599	gene	Q5F3Z9; Q5TYQ8; Q6PJT7; Q7TMD5; Q8BJ05; Q95XU6; Q9V3H9
PR:000017512	gene	A5WVY7; D4A914; P40848; Q02792; Q55CS4; Q5ZIP4; Q9DBR1; Q9H0D6; Q9U299; Q9VM71
PR:000017402	gene	O74340; P33750; Q23494; Q5ZLK1; Q6PAC3; Q7KWL3; Q803X4; Q93VK1; Q9NV06; Q9VUN7
PR:000017400	gene	P36104; Q18403; Q54XN8; Q5ZMV7; Q6NV31; Q6UXN9; Q8BFQ4; Q9VLN1
PR:000017391	gene	A3KPR1; O14053; O62477; Q06078; Q3TAQ9; Q550V0; Q8NI36; Q93YS7; Q9VFV8
