PRO ID 	PRO Name 	PRO Term Definition 	Category 	Parent 	

PR:000002178	26S proteasome non-ATPase regulatory subunit 12	A protein that is a translation product of the human PSMD12 gene or a 1:1 ortholog thereof. [PRO:WCB]	gene	PR:000000001
PR:000002177	26S proteasome non-ATPase regulatory subunit 11	A protein that is a translation product of the human PSMD11 gene or a 1:1 ortholog thereof. [PRO:WCB]	gene	PR:000000001
PR:000002176	26S proteasome non-ATPase regulatory subunit 1	A protein that is a translation product of the human PSMD1 gene or a 1:1 ortholog thereof. [PRO:WCB]	gene	PR:000000001
PR:000000177	E3 ubiquitin-protein ligase RBX1 isoform 1	An E3 ubiquitin-protein ligase RBX1 that is a translation product of a mature transcript of the RBX1 gene, comprising the core domains. Example: UniProtKB:P62877-1. [PRO:CNA]	sequence	PR:000000043
PR:000000043	E3 ubiquitin-protein ligase RBX1	An E3 ubiquitin-protein ligase RBX1 related protein that is a translation product of the human RBX1 gene or a 1:1 ortholog thereof. [PRO:CNA]	gene	PR:000027961

PR:000006685	protein Dr1	A protein that is a translation product of the human DR1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006656	dolichol-phosphate mannosyltransferase	A protein that is a translation product of the human DPM1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006643	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	A protein that is a translation product of the human DPAGT1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006635	dolichol kinase	A protein that is a translation product of the human DOLK gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006554	DNA replication ATP-dependent helicase/nuclease DNA2	A protein that is a translation product of the human DNA2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006491	exosome complex exonuclease RRP44	A protein that is a translation product of the human DIS3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006461	deoxyhypusine synthase	A protein that is a translation product of the human DHPS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006455	dehydrodolichyl diphosphate synthase	A protein that is a translation product of the human DHDDS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006368	ATP-dependent RNA helicase DDX51	A protein that is a translation product of the human DDX51 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006352	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	A protein that is a translation product of the human DDOST gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006347	DNA damage-inducible transcript 3 protein	A protein that is a translation product of the human DDIT3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006319	m7GpppN-mRNA hydrolase	A protein that is a translation product of the human DCP2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006147	cytochrome P450 51A1	A protein that is a translation product of the human CYP51A1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000005852	DNA-directed RNA polymerase III subunit RPC9	A protein that is a translation product of the human CRCP gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000005826	coproporphyrinogen-III oxidase, mitochondrial	A protein that is a translation product of the human CPOX gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000005737	coatomer subunit gamma	A protein that is a translation product of the human COPG1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000005624	UMP-CMP kinase	A protein that is a translation product of the human CMPK1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000005489	anamorsin	A protein that is a translation product of the human CIAPIN1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000005488	protein CIAO1	A protein that is a translation product of the human CIAO1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000005251	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	A protein that is a translation product of the human CDIPT gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000005204	cell division control protein 42	A protein that is a translation product of the human CDC42 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000005183	cell division cycle protein 123	A protein that is a translation product of the human CDC123 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000005130	cyclin-H	A protein that is a translation product of the human CCNH gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000005045	cysteine--tRNA ligase, cytoplasmic	A protein that is a translation product of the human CARS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001

PR:000008617	biotin--protein ligase	A protein that is a translation product of the human HLCS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000008336	nucleolar GTP-binding protein 1	A protein that is a translation product of the human GTPBP4 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000008158	glycosylphosphatidylinositol anchor attachment 1 protein	A protein that is a translation product of the human GPAA1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000008124	glucosamine 6-phosphate N-acetyltransferase	A protein that is a translation product of the human GNPNAT1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000008116	nucleolar GTP-binding protein 2	A protein that is a translation product of the human GNL2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000008058	glutamine synthetase	A protein that is a translation product of the human GLUL gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007893	GTP cyclohydrolase 1	A protein that is a translation product of the human GCH1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007659	neuronal calcium sensor 1	A protein that is a translation product of the human NCS1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007453	ferrochelatase, mitochondrial	A protein that is a translation product of the human FECH gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007451	adrenodoxin-like protein, mitochondrial	A protein that is a translation product of the human FDX1L gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007266	exosome complex component RRP45	A protein that is a translation product of the human EXOSC9 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007261	exosome complex component RRP41	A protein that is a translation product of the human EXOSC4 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007259	exosome complex component RRP4	A protein that is a translation product of the human EXOSC2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007164	TFIIH basal transcription factor complex helicase XPD subunit	A protein that is a translation product of the human ERCC2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007015	zinc phosphodiesterase ELAC protein 2	A protein that is a translation product of the human ELAC2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007007	eukaryotic translation initiation factor 6	A protein that is a translation product of the human EIF6 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007006	eukaryotic translation initiation factor 5B	A protein that is a translation product of the human EIF5B gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000007002	eukaryotic translation initiation factor 5	A protein that is a translation product of the human EIF5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006988	eukaryotic initiation factor 4A-III	A protein that is a translation product of the human EIF4A3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006979	eukaryotic translation initiation factor 3 subunit G	A protein that is a translation product of the human EIF3G gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006971	eukaryotic translation initiation factor 2 subunit 1	A protein that is a translation product of the human EIF2S1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006963	translation initiation factor eIF-2B subunit beta	A protein that is a translation product of the human EIF2B2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006905	elongation factor 1-beta	A protein that is a translation product of the human EEF1B2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000006760	deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	A protein that is a translation product of the human DUT gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001

PR:000011280	60S ribosomal export protein NMD3	A protein that is a translation product of the human NMD3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000011216	60S ribosome subunit biogenesis protein NIP7	A protein that is a translation product of the human NIP7 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000011203	NHP2-like protein 1	A protein that is a translation product of the human NHP2L1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000011202	H/ACA ribonucleoprotein complex subunit 2	A protein that is a translation product of the human NHP2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000011050	kinetochore protein NDC80	A protein that is a translation product of the human NDC80 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000010995	N-acetyltransferase 10	A protein that is a translation product of the human NAT10 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000010958	H/ACA ribonucleoprotein complex non-core subunit NAF1	A protein that is a translation product of the human NAF1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000010786	mevalonate kinase	A protein that is a translation product of the human MVK gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000010785	diphosphomevalonate decarboxylase	A protein that is a translation product of the human MVD gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000010574	39S ribosomal protein L12, mitochondrial	A protein that is a translation product of the human MRPL12 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000010496	CDK-activating kinase assembly factor MAT1	A protein that is a translation product of the human MNAT1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000009971	target of rapamycin complex subunit LST8	A protein that is a translation product of the human MLST8 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000009969	lanosterol synthase	A protein that is a translation product of the human LSS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000009963	U6 snRNA-associated Sm-like protein LSm5	A protein that is a translation product of the human LSM5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000009962	U6 snRNA-associated Sm-like protein LSm4	A protein that is a translation product of the human LSM4 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000009800	DNA ligase 1	A protein that is a translation product of the human LIG1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000009674	leucyl-tRNA synthetase, cytoplasmic	A protein that is a translation product of the human LARS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000009449	KRR1 small subunit processome component	A protein that is a translation product of the human KRR1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000009276	3-ketodihydrosphingosine reductase	A protein that is a translation product of the human KDSR gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000009241	lysyl-tRNA synthetase	A protein that is a translation product of the human KARS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000008828	histone acetyltransferase KAT5	A protein that is a translation product of the human KAT5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000008824	60 kDa heat shock protein, mitochondrial	A protein that is a translation product of the human HSPD1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000008769	iron-sulfur cluster co-chaperone protein HscB, mitochondrial	A protein that is a translation product of the human HSCB gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000008623	porphobilinogen deaminase	A protein that is a translation product of the human HMBS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001

PR:000013003	DNA-directed RNA polymerase III subunit RPC4	A protein that is a translation product of the human POLR3D gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012999	DNA-directed RNA polymerases I, II, and III subunit RPABC5	A protein that is a translation product of the human POLR2L gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012998	DNA-directed RNA polymerases I, II, and III subunit RPABC4	A protein that is a translation product of the human POLR2K gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012994	DNA-directed RNA polymerases I, II, and III subunit RPABC3	A protein that is a translation product of the human POLR2H gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012993	DNA-directed RNA polymerase II subunit RPB7	A protein that is a translation product of the human POLR2G gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012992	DNA-directed RNA polymerases I, II, and III subunit RPABC2	A protein that is a translation product of the human POLR2F gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012991	DNA-directed RNA polymerases I, II, and III subunit RPABC1	A protein that is a translation product of the human POLR2E gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012982	DNA-directed RNA polymerase I subunit RPA1	A protein that is a translation product of the human POLR1A gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012964	DNA polymerase delta subunit 2	A protein that is a translation product of the human POLD2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012738	pin2-interacting protein X1	A protein that is a translation product of the human PINX1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012735	peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	A protein that is a translation product of the human PIN1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012713	GPI mannosyltransferase 4	A protein that is a translation product of the human PIGZ gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012709	GPI mannosyltransferase 2	A protein that is a translation product of the human PIGV gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012702	GPI ethanolamine phosphate transferase 3	A protein that is a translation product of the human PIGO gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012699	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	A protein that is a translation product of the human PIGL gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012695	phosphatidylinositol-glycan biosynthesis class F protein	A protein that is a translation product of the human PIGF gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012693	GPI mannosyltransferase 3	A protein that is a translation product of the human PIGB gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012684	phosphatidylinositol 4-kinase beta	A protein that is a translation product of the human PI4KB gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012617	phosphoacetylglucosamine mutase	A protein that is a translation product of the human PGM3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000012588	profilin-4	A protein that is a translation product of the human PFN4 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000011533	nuclear transport factor 2	A protein that is a translation product of the human NUTF2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000011500	kinetochore protein Nuf2	A protein that is a translation product of the human NUF2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000011442	sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	A protein that is a translation product of the human NSDHL gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000011312	nucleolar protein 6	A protein that is a translation product of the human NOL6 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001

PR:000013909	replication factor C subunit 5	A protein that is a translation product of the human RFC5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013833	regulator of chromosome condensation	A protein that is a translation product of the human RCC1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013793	RNA-binding protein 28	A protein that is a translation product of the human RBM28 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013717	ran GTPase-activating protein 1	A protein that is a translation product of the human RANGAP1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013654	geranylgeranyl transferase type-2 subunit beta	A protein that is a translation product of the human RABGGTB gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013561	glutaminyl-tRNA synthetase	A protein that is a translation product of the human QARS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013389	26S proteasome non-ATPase regulatory subunit 7	A protein that is a translation product of the human PSMD7 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013386	26S proteasome non-ATPase regulatory subunit 14	A protein that is a translation product of the human PSMD14 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013384	26S protease regulatory subunit S10B	A protein that is a translation product of the human PSMC6 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013383	26S protease regulatory subunit 8	A protein that is a translation product of the human PSMC5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013382	26S protease regulatory subunit 6B	A protein that is a translation product of the human PSMC4 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013380	26S protease regulatory subunit 6A	A protein that is a translation product of the human PSMC3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013379	26S protease regulatory subunit 7	A protein that is a translation product of the human PSMC2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013378	26S protease regulatory subunit 4	A protein that is a translation product of the human PSMC1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013372	proteasome subunit beta type-3	A protein that is a translation product of the human PSMB3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013365	proteasome subunit alpha type-6	A protein that is a translation product of the human PSMA6 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013364	proteasome subunit alpha type-5	A protein that is a translation product of the human PSMA5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013362	proteasome subunit alpha type-3	A protein that is a translation product of the human PSMA3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013360	proteasome subunit alpha type-1	A protein that is a translation product of the human PSMA1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013130	protein phosphatase 1 regulatory subunit 7	A protein that is a translation product of the human PPP1R7 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013065	phosphopantothenate--cysteine ligase	A protein that is a translation product of the human PPCS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013025	ribonuclease P protein subunit p29	A protein that is a translation product of the human POP4 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013009	DNA-directed RNA polymerase III subunit RPC10	A protein that is a translation product of the human POLR3K gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013005	DNA-directed RNA polymerase III subunit RPC6	A protein that is a translation product of the human POLR3F gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001

PR:000015596	serine palmitoyltransferase 1	A eukaryotic serine palmitoyltransferase that is a translation product of the human SPTLC1 gene or a 1:1 ortholog thereof. [PRO:CNA]	gene	PR:000026126
PR:000015357	SNW domain-containing protein 1	A protein that is a translation product of the human SNW1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000015347	small nuclear ribonucleoprotein F	A protein that is a translation product of the human SNRPF gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000015346	small nuclear ribonucleoprotein E	A protein that is a translation product of the human SNRPE gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000015344	small nuclear ribonucleoprotein Sm D2	A protein that is a translation product of the human SNRPD2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000015343	small nuclear ribonucleoprotein Sm D1	A protein that is a translation product of the human SNRPD1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000015250	pre-mRNA-splicing factor SLU7	A protein that is a translation product of the human SLU7 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014908	superkiller viralicidic activity 2-like 2	A protein that is a translation product of the human SKIV2L2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014853	protein SHQ1	A protein that is a translation product of the human SHQ1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014598	protein transport protein Sec61 subunit gamma	A protein that is a translation product of the human SEC61G gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014575	protein SEC13	A protein that is a translation product of the human SEC13 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014479	methylsterol monooxygenase 1	A protein that is a translation product of the human MSMO1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014472	ribosome maturation protein SBDS	A protein that is a translation product of the human SBDS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014459	serine--tRNA ligase, cytoplasmic	A protein that is a translation product of the human SARS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014280	40S ribosomal protein S5	A protein that is a translation product of the human RPS5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014271	ubiquitin-40S ribosomal protein S27a	A protein that is a translation product of the human RPS27A gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014254	40S ribosomal protein S13	A protein that is a translation product of the human RPS13 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014240	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	A protein that is a translation product of the human RPN1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014237	60S acidic ribosomal protein P0	A protein that is a translation product of the human RPLP0 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014230	60S ribosomal protein L5	A protein that is a translation product of the human RPL5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014213	60S ribosomal protein L30	A protein that is a translation product of the human RPL30 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014209	60S ribosomal protein L27a	A protein that is a translation product of the human RPL27A gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014186	ribose-5-phosphate isomerase	A protein that is a translation product of the human RPIA gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000013911	riboflavin kinase	A protein that is a translation product of the human RFK gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001

PR:000017523	tyrosine--tRNA ligase, cytoplasmic	A protein that is a translation product of the human YARS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017369	tryptophan--tRNA ligase, cytoplasmic	A protein that is a translation product of the human WARS gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
