PRO ID 	Category 	UniProtKB ID 	

PR:000006491	gene	E1BXX6; E7FE01; F4INI6; P37202; Q08162; Q17632; Q54BH9; Q9CSH3; Q9VC93; Q9Y2L1
PR:000006461	gene	O94337; P38791; P49366; Q3TXU5; Q54MQ7; Q6AY53; Q6NYK1; Q9FI94; Q9VSF4; Q9XXJ0
PR:000006455	gene	E1C3V5; F1R4X6; O14171; P35196; Q54EN3; Q5FC21; Q5U2T2; Q86SQ9; Q8S2T1; Q99KU1; Q9W3M6
PR:000006368	gene	P26802; P53734; Q54BD6; Q6DRI7; Q6P9R1; Q76PD3; Q7FGZ2; Q8N8A6
PR:000006352	gene	O54734; O59866; P33767; P39656; P45971; P48440; Q24319; Q54E62; Q641Y0; Q6NYS8; Q944K2
PR:000006347	gene	F1Q964; P35638; P35639; Q62857
PR:000006319	gene	Q803B9; Q8IU60; Q9CYC6
PR:000006147	gene	P10614; Q09736; Q16850; Q1JPY5; Q1ZXH9; Q64654; Q8K0C4; Q9SAA9
PR:000005852	gene	F1QK38; O35427; O75575; P47076; Q0G841; Q54LP2; Q7XJ61; Q8VHM6; Q9C0Z9; Q9VX99
PR:000005826	gene	P11353; P36551; P36552; Q1LY08; Q3B7D0; Q54IA7; Q9LR75; Q9UTE2; Q9V3D2
PR:000005737	gene	F1NB52; P32074; P87140; Q0WW26; Q22498; Q4AEF8; Q8I0G5; Q9QZE5; Q9Y678
PR:000005624	gene	O59771; P15700; P20425; P30085; Q4KM73; Q5ZKE7; Q6NMK6; Q7ZWE9; Q9DBP5; Q9VBI2
PR:000005489	gene	Q5XID1; Q5ZJA2; Q6AZB3; Q6FI81; Q8WTY4; Q9V3Y2
PR:000005488	gene	O76071; O80990; Q05583; Q55DA2; Q5M7T1; Q6P0D9; Q7K1Y4; Q99KN2; Q9XW12
PR:000005251	gene	O14735; P06197; P70500; Q10153; Q54P27; Q6DRN8; Q8LBA6; Q8SX37; Q8VDP6; Q9U2G1
PR:000005204	gene	P19073; P40793; P60766; P60953; Q01112; Q05062; Q52WY2; Q8CFN2; Q90694
PR:000005183	gene	E1BTR2; O75794; Q05791; Q62834; Q6PC40; Q75JF9; Q8CII2; Q9M0V1; Q9P7N5
PR:000005130	gene	A2BGI0; E1C948; O76513; P36613; P37366; P51946; Q55F19; Q61458; Q8W5S1; Q9N4U0; Q9R1A0
PR:000005045	gene	O76618; P49589; P53852; Q09860; Q54KR1; Q5F408; Q7KN90; Q9ER72

PR:000008617	gene	D4AA38; E1C4U9; F1QPM3; O14353; P48445; P50747; Q54I33; Q920N2; Q9BI98; Q9SL92; Q9VNC3
PR:000008336	gene	O44411; O94659; Q02892; Q54N72; Q5ZM18; Q6DRI5; Q99ME9; Q9BZE4; Q9V411
PR:000008158	gene	E7EZX6; F4JZM4; O43292; P39012; Q6AYM8; Q95X60; Q9US48; Q9W464; Q9WTK3
PR:000008124	gene	B1H249; E1C0V1; O13738; P43577; Q17427; Q4VBJ4; Q54WR8; Q96EK6; Q9JK38; Q9LFU9; Q9VAI0
PR:000008116	gene	E1BVP8; F1Q9A5; O14236; P53742; Q13823; Q4KLJ3; Q54VK1; Q7JXU4; Q99LH1; Q9C923; Q9XXN4
PR:000008058	gene	P09606; P15104; P15105; P16580; P20478; P32288; Q09179; Q9U307
PR:000007893	gene	E7FGQ8; O13774; P22288; P30793; P48596; P50141; P51601; Q05915; Q19980; Q94465
PR:000007659	gene	P36608; P62166; P62167; P62168; Q06389; Q09711; Q8BNY6
PR:000007453	gene	D3ZBM3; F1R362; O42479; O59786; P16622; P22315; P22830; P42043; Q54IA8; Q9V9S8
PR:000007451	gene	D4A8N2; P37193; Q08C57; Q12184; Q55GW1; Q6P4F2; Q8S904; Q9CPW2; Q9NA32
PR:000007266	gene	O74918; Q05636; Q06265; Q20128; Q4QR75; Q55BJ2; Q5XJQ5; Q6B7Z6; Q8T4A9; Q9JHI7; Q9M209
PR:000007261	gene	F1QHK4; O42872; P46948; Q17533; Q54EU6; Q921I9; Q9NPD3; Q9SP08; Q9VK19
PR:000007259	gene	D3ZBP3; F1NGC4; F8W3K6; P38792; Q09704; Q13868; Q54EV5; Q8VBV3; Q95XD0; Q9W1M9; Q9ZVT7
PR:000007164	gene	F1Q5E7; O08811; P06839; P18074; P26659; Q55G81; Q7KVP9; Q8W4M7; Q9N3L2
PR:000007015	gene	O44476; P36159; Q10155; Q80Y81; Q86IU3; Q8CGS5; Q8MKW7; Q8VYS2; Q9BQ52
PR:000007007	gene	O55135; O62106; O94476; P56537; P56538; Q12522; Q3KRD8; Q551M2; Q6ZM19; Q9M060
PR:000007006	gene	E1BVP1; F1QB47; F4I420; G5EGT7; O60841; P39730; Q05D44; Q10251; Q54XP6; Q9VZP5
PR:000007002	gene	P38431; P55010; P59325; Q09689; Q22918; Q54LA1; Q7ZWA9; Q9VXK6
PR:000006988	gene	P38919; Q10055; Q12099; Q3B8Q2; Q55D61; Q5ZM36; Q7ZVA6; Q91VC3; Q94A52; Q9VHS8
PR:000006979	gene	O75821; P78795; Q04067; Q19706; Q54WM4; Q5RK09; Q6DRC4; Q9FI86; Q9VDM6; Q9Z1D1
PR:000006971	gene	P05198; P20459; P41374; P56286; P68101; Q5ZLX2; Q6ZWX6; Q869N9; Q9BKU3
PR:000006963	gene	B3H7H1; F1NAP1; O76863; P32502; P49770; Q54EY2; Q62818; Q6NXC7; Q99LD9; Q9UT76; Q9XWD5
PR:000006905	gene	B5DEN5; O70251; O74173; O96827; P24534; P32471; P34460; Q6IQE2; Q9GRF8
PR:000006760	gene	F1QV95; P33316; P33317; P70583; Q54BW5; Q5ZKJ3; Q8VCG1; Q9P6Q5; Q9STG6; Q9V3I1

PR:000011280	gene	E1BTL9; O46050; P38861; Q09817; Q22792; Q55BF2; Q5BLF0; Q96D46; Q99L48; Q9SI58
PR:000011216	gene	B0G104; E1C494; P91154; Q08962; Q1MTQ9; Q503P2; Q6NM52; Q9CXK8; Q9VC28; Q9WV50; Q9Y221
PR:000011203	gene	O74690; P39990; P55769; P55770; Q21568; Q54ST0; Q9D0T1; Q9U3Z7
PR:000011202	gene	B1WC56; P32495; Q54H53; Q6PBV6; Q9CRB2; Q9LEY9; Q9NX24; Q9P7H0; Q9V3U2; Q9XXD4
PR:000011050	gene	O14777; P40460; Q10198; Q17635; Q54QB4; Q6DRJ7; Q76I89; Q9D0F1; Q9M1G5; Q9VYB1
PR:000010995	gene	A5WVQ0; O01757; P53914; P87115; Q55EJ3; Q8K224; Q9H0A0; Q9M2Q4; Q9W3C1
PR:000010958	gene	O14360; P53919; Q3UMQ8; Q96HR8; Q9VJ62
PR:000010786	gene	A2BGN1; E1BZ79; P07277; P17256; P46086; Q03426; Q09780; Q65XX9; Q7K2V9; Q86AG7; Q9R008
PR:000010785	gene	F1QD05; F4JCU3; O13963; P32377; P53602; Q54YQ9; Q62967; Q99JF5; Q9U294; Q9VXQ3
PR:000010574	gene	D3ZXF9; F1QDE0; O18180; P52815; P53163; Q86KA1; Q9DB15; Q9USJ9; Q9VSR5
PR:000010496	gene	B8A5G8; E1BVP0; O17245; P51948; P51949; Q7KPG8; Q8CIR5
PR:000009971	gene	O74184; P41318; P91040; Q54D08; Q803V5; Q9BVC4; Q9DCJ1; Q9LV27; Q9W328; Q9Z2K5
PR:000009969	gene	B0S5M5; P38604; P48449; P48450; Q10231; Q55D85; Q8BLN5
PR:000009963	gene	A7E2L8; E1BT25; O18694; O42978; P40089; P62322; Q55EX5; Q9FKB0; Q9VRT7; Q9Y4Y9
PR:000009962	gene	E1C4H6; F4K4E3; O14352; P40070; Q19952; Q54KX4; Q6P6E4; Q9QXA5; Q9VKW8; Q9Y4Z0
PR:000009800	gene	B0S533; P04819; P12000; P18858; P37913; Q27474; Q42572; Q869E1; Q9JHY8; Q9W1H4
PR:000009674	gene	E1C2I9; F4I116; P26637; Q10490; Q54N83; Q8BMJ2; Q9P2J5; Q9VQR8
PR:000009449	gene	F1R1V6; O16311; O74777; P25586; Q13601; Q54UU6; Q8BGA5; Q9FT93; Q9VPU8
PR:000009276	gene	D3Z9P1; F1NJB4; F1QWW8; P38342; Q06136; Q556J2; Q6GV12; Q9VBU5
PR:000009241	gene	F1NE72; P15180; Q15046; Q54TY4; Q5XIM7; Q6DHE6; Q95ZQ3; Q99MN1; Q9UUE6; Q9W327; Q9ZPI1
PR:000008828	gene	O94446; Q08649; Q8CHK4; Q92993; Q960X4; Q99MK2; Q9TYU5
PR:000008824	gene	P10809; P19882; P50140; P63038; Q09864; Q54J97; Q5ZL72; Q803B0
PR:000008769	gene	A8JNT7; B0V1J6; D3ZME7; P53193; Q21324; Q8IWL3; Q8K3A0; Q8L7K4
PR:000008623	gene	P06983; P08397; P19356; P22907; P28789; Q09899; Q43316; Q54P93; Q9W0G4

PR:000013003	gene	A8E5I3; O74857; P05423; P25441; Q4FZS9; Q8SYM9; Q91WD1; Q9FY77
PR:000012999	gene	A5D6S6; E1BSY6; O13877; P22139; P62875; P62876; Q55AB6; Q9GR61; Q9VC49
PR:000012998	gene	F1RDV9; P40422; P48011; P53803; Q54R66; Q63871; Q6IGE3; Q9FLM8; Q9U3I0
PR:000012994	gene	E1BSD8; G3V678; P20436; P52434; Q19826; Q54YW8; Q568H8; Q92399; Q923G2; Q9VNZ3
PR:000012993	gene	O14459; P34087; P38421; P62487; P62488; P62489; Q54P04; Q7ZW41; Q95U32; Q9N3C9
PR:000012992	gene	O88828; P20435; P36595; P61218; P61219; Q17684; Q24320; Q54FA8; Q6DGS5; Q9FJ98; Q9PT88
PR:000012991	gene	O81098; P19388; P20434; Q09191; Q7JZF5; Q80UW8; Q9N5K2
PR:000012982	gene	E7F710; G5ED21; O35134; O54889; O95602; P10964; P15398; P91875; Q86H36; Q9SVY0
PR:000012964	gene	B0R0V1; O35654; O48520; P46957; P49005; P87324; Q19366; Q54TN8; Q6AXY4; Q9W088
PR:000012738	gene	A1ZBW6; A4L691; P53335; Q22705; Q54XG0; Q5RHK8; Q940M0; Q96BK5; Q9CZX5; Q9URX9
PR:000012735	gene	B0BNL2; O74448; P22696; P54353; Q13526; Q55EZ0; Q9N492; Q9QUR7; Q9SL42
PR:000012713	gene	Q04174; Q09837; Q1ZXB4; Q86VD9; Q8BTP0
PR:000012709	gene	E7FH11; O02164; Q5KR61; Q6NKT6; Q7TPN3; Q9NUD9; Q9V7W1
PR:000012702	gene	A1ZB84; E1BTA1; E7FBN2; F4KGY0; O01966; O13663; Q07830; Q8TEQ8; Q9JJI6
PR:000012699	gene	B0R186; D4YWC2; O35790; P23797; Q54C64; Q5SX19; Q9HDW9; Q9VDQ8; Q9Y2B2
PR:000012695	gene	D3ZZU7; E1C2L3; O09101; Q06636; Q07326; Q54PB0; Q6P0J9; Q8GWH6; Q9VW21
PR:000012693	gene	G5EDN2; P30777; Q54PM5; Q92521; Q94A15; Q9JJQ0; Q9USN0; Q9VZM5
PR:000012684	gene	H9L3I7; O08561; P39104; P54677; Q10366; Q20077; Q49GP3; Q8BKC8; Q9UBF8; Q9W0R8
PR:000012617	gene	E1BQU2; F1QHK0; O95394; P38628; P57750; Q09770; Q19680; Q9CYR6; Q9VTZ4
PR:000012588	gene	E1C9A2; P07274; P25843; P26199; P39825; Q21193; Q5IRJ7; Q8NHR9; Q9D6I3
PR:000011533	gene	F1NLL4; P33331; P61970; P61971; P61972; Q10100; Q1LUT0; Q21735; Q86HW7
PR:000011500	gene	P33895; Q10173; Q21952; Q54WM1; Q6AYL9; Q76I90; Q7ZW63; Q8RXJ0; Q99P69; Q9BZD4; Q9VM45
PR:000011442	gene	E1C279; F1QBS3; O43050; P53199; Q15738; Q54TU9; Q5PPL3; Q9FX01; Q9R1J0
PR:000011312	gene	F1Q4S6; O94676; P53254; Q0WVM5; Q54EN2; Q8IH00; Q8R5K4; Q95XY4; Q9H6R4

PR:000013909	gene	B5DF29; O14003; P34429; P38629; P40937; Q54ST4; Q6DRK4; Q9CAQ8; Q9D0F6; Q9VKW3
PR:000013833	gene	P18754; P21827; P25171; P28745; Q18211; Q6NY65; Q8VE37
PR:000013793	gene	O74400; P37838; Q1LUW0; Q55C97; Q8CGC6; Q9NW13; Q9SJT4; Q9W124
PR:000013717	gene	F1MAA5; F1NIE8; P11745; P34342; P41391; P46060; P46061; Q08BV5; Q9M651; Q9VIW3
PR:000013654	gene	B0G172; P20133; P41992; P46960; P53611; P53612; Q08603; Q4V946; Q9XZ68
PR:000013561	gene	F4ICG2; O62431; P00962; P13188; P14325; P47897; Q66H61; Q8BML9; Q9Y105; Q9Y7Y8
PR:000013389	gene	D4AEH3; O61792; O74440; P26270; P26516; P51665; Q08723; Q54WI8; Q7ZYX7
PR:000013386	gene	E1C6N0; F1QHE5; O00487; O35593; P41878; P43588; Q4V8E2; Q86IJ1; Q9LT08; Q9V3H2
PR:000013384	gene	F1NCS8; O17071; O74445; P53549; P62333; P62334; Q54PJ1; Q6DRD2; Q9W414
PR:000013383	gene	O18413; P34124; P41836; P62195; P62196; P62198; Q01939; Q6AZC1; Q9XTT9
PR:000013382	gene	B0R1D0; O74894; P33298; P34123; P43686; P46502; P54775; Q63570; Q9SEI4; Q9V405
PR:000013380	gene	O14126; O76371; O88685; P17980; P33297; Q54PN7; Q5ZIT7; Q63569; Q9V3V6
PR:000013379	gene	O42931; P33299; P35998; P46471; Q18787; Q5ZMB8; Q63347; Q7KMQ0; Q7T3B1; Q86JA1; Q9SSB5
PR:000013378	gene	O16368; P36612; P40327; P48601; P62191; P62192; P62193; Q55BV5; Q90732
PR:000013372	gene	E1BYW9; P25451; P40112; P49720; Q23237; Q55D66; Q7ZUJ8; Q9R1P1; Q9XYN7; Q9Y7T8
PR:000013365	gene	O17586; O94517; P21243; P60900; P60901; Q54XM7; Q9QUM9; Q9XZJ4
PR:000013364	gene	P28066; P32379; P34064; Q55G04; Q6TGV6; Q95008; Q95083; Q9UT97; Q9Z2U1
PR:000013362	gene	O23715; O59770; O70435; P18422; P21242; P25788; Q09583; Q27563; Q4V918; Q5ZLI2; Q9V5C6
PR:000013360	gene	O14250; O42265; O44156; P18420; P25786; P40302; Q27562; Q6DGX8; Q9R1P4
PR:000013130	gene	E1C3A3; P22194; P36047; P45969; Q15435; Q32PL1; Q3UM45; Q54Q39; Q5HZV9; Q84WJ9; Q9VEK8
PR:000013065	gene	D4A6X7; F1QLS7; P40506; Q54S85; Q7KN99; Q8VDG5; Q9BL36; Q9HAB8; Q9USK7
PR:000013025	gene	F1QCR0; O95707; P38336; Q54IT0; Q5M882; Q9CR08; Q9P7W9; Q9VSC6; Q9XVT1; Q9ZW76
PR:000013009	gene	A1ZBX4; E1C6D4; O13896; Q04307; Q54K02; Q5FVH1; Q6DGU0; Q9CQZ7; Q9N4B7; Q9Y2Y1
PR:000013005	gene	E1BU41; O94553; P32910; P91529; Q6NYQ9; Q86JM3; Q921X6; Q9H1D9; Q9LSZ5; Q9VD25

PR:000015596	gene	D4A2H2; E1BQI0; F1QEL4; O15269; O35704; O59682; P25045; P91079; Q55FL5; Q6NR46; Q94IB8
PR:000015357	gene	F1R6U5; O80653; P28004; P39736; P54705; Q09882; Q13573; Q22836; Q9CSN1
PR:000015347	gene	F1P4B8; H9GXB1; O59734; P34659; P54999; P62306; P62307; Q24297; Q54XP2
PR:000015346	gene	C7G054; P62303; P62304; P62305; Q12330; Q7ZUG0; Q9USZ3; Q9VLV5; Q9XTU6
PR:000015344	gene	B5DES0; O14036; P62316; P62317; Q06217; Q18786; Q54NC5; Q567V5; Q8RUH0; Q9VI10
PR:000015343	gene	O42661; P62314; P62315; Q02260; Q10013; Q54YX5; Q8JHH1; Q9VU02
PR:000015250	gene	O95391; Q02775; Q21278; Q54TA0; Q5U3F2; Q5ZIG2; Q80ZG5; Q8BHJ9; Q9SHY8; Q9VAQ7; Q9Y7Y2
PR:000014908	gene	F1QD61; O14232; P42285; P47047; Q23223; Q86IE2; Q9CZU3; Q9XIF2; Q9Y134
PR:000014853	gene	A1L1R0; E1C0W2; O43076; P40486; Q55EC4; Q6PI26; Q7TMX5; Q9TYM6; Q9VI74
PR:000014598	gene	E1BUS9; F2Z4R1; P35179; P60059; P60060; Q09827; Q19967; Q54JV6
PR:000014575	gene	E1BVC4; O64740; O94319; P55735; Q04491; Q54DS8; Q5XFW8; Q7T2E1; Q9D1M0; Q9N4A7; Q9V3J4
PR:000014479	gene	O35532; P53045; Q15800; Q55D54; Q5ZLL6; Q7ZW77; Q8VWZ8; Q9CRA4; Q9UUH4
PR:000014472	gene	F8W5Q9; O14179; P70122; Q07953; Q23202; Q5RK30; Q5ZIY4; Q86KZ5; Q9MAR2; Q9VRY5; Q9Y3A5
PR:000014459	gene	O14018; P07284; P26638; P49591; Q18678; Q39230; Q6DRC0; Q6P799; Q7KWQ2; Q9VQL1
PR:000014280	gene	O14277; P24050; P26783; P46782; P49041; P97461; Q24186; Q54MA6; Q6PC80; Q9ZUT9
PR:000014271	gene	P05759; P14797; P15357; P37165; P62979; P62982; P62983; P79781
PR:000014254	gene	P05756; P28189; P51404; P59224; P62277; P62278; P62301; Q03334; Q54PH8; Q6IMW6; Q6ITC7
PR:000014240	gene	F1QTB5; P04843; P07153; P41543; P80896; Q10176; Q54C27; Q76NQ0; Q91YQ5; Q9GZH4
PR:000014237	gene	O74864; P05388; P14869; P19889; P19945; P22685; P47826; Q93572; Q9PV90
PR:000014230	gene	P09895; P22451; P26321; P46777; P47962; P49405; Q54XX3; Q9W5R8
PR:000014213	gene	P14120; P62888; P62889; P62890; P67883; Q55BS9; Q7ZUG6; Q9VJ19; Q9XWS4
PR:000014209	gene	P02406; P14115; P41092; P46776; P48160; Q9BKU5
PR:000014186	gene	B8JI15; P41994; P47968; P49247; Q12189; Q551C2; Q8MLS2; Q9S726; Q9UTL3
PR:000013911	gene	E7FE37; O74866; O76206; Q03778; Q21918; Q84MD8; Q8CFV9; Q969G6

PR:000017523	gene	O14055; P36421; P54577; Q4KM49; Q551A1; Q5ZJ08; Q6TGS6; Q8S9J2; Q91WQ3; Q9VV60
PR:000017369	gene	E1C2Z5; G5EDY2; P23381; P32921; Q09692; Q0KI98; Q12109; Q55DZ8; Q6P7B0; Q9SR15
PR:000017358	gene	E1BYU6; F1Q7S0; O18230; O89116; P78768; Q04338; Q96AJ9; Q9JI51; Q9W0N6
PR:000017273	gene	P25694; P46462; P55072; P90532; Q01853; Q5ZMU9; Q7KN62; Q7ZU99; Q9P3A7; Q9SCN8
PR:000017203	gene	A2RRU3; O82266; O94365; Q04305; Q54QV4; Q5F3D7; Q7ZW33; Q8C7V3; Q8TED0; Q9N477; Q9W4Z9
PR:000017047	gene	F1NNR1; P32861; P57751; P78811; Q16851; Q4V8I9; Q54YZ0; Q91ZJ5; Q9VSW1; Q9XUS5
PR:000017040	gene	A8MQW3; O42915; P53044; P70362; Q19584; Q55BK0; Q6DRD5; Q92890; Q9ES53; Q9VTF9
PR:000016980	gene	O74810; P21734; P52486; P61086; P61087; Q9FI61
PR:000016977	gene	P40984; P50623; P63279; P63280; P63281; P63283; Q42551; Q7KNM2; Q95017
PR:000016869	gene	E1C1X5; F1QTJ2; P83876; P83877; P87215; Q06819; Q8SZ87; Q9FE62
PR:000016689	gene	Q8K1J6; Q93795; Q96Q11; Q9VNH2
PR:000016682	gene	A8WHT1; B8A5G9; F1LYK6; P38793; Q32P41; Q54WD6; Q8IRE4; Q8TFG7; Q93YU6; Q9D0C4
PR:000016611	gene	B1GRL5; F1QJL7; Q03630; Q2KMM2; Q557G3; Q5NCF2; Q9SYB8; Q9UT70; Q9VA95; Q9Y5R8
PR:000016578	gene	E1C3Q1; F1RBJ9; P30636; P35202; Q55GR8; Q8T4A5; Q9H3S4; Q9R0M5
PR:000016577	gene	P00940; P00942; P07669; P0A858; P17751; P29613; P48491; P60174; Q10657; Q869R8; Q90XG0
PR:000016346	gene	A2RVP7; E7FA60; P87146; Q12328; Q54QM0; Q8IN78; Q9CQ85; Q9JKW1; Q9NAQ9; Q9Y584
PR:000016343	gene	O62250; P42949; Q54SV6; Q6PBL0; Q9C1W5; Q9CQV1; Q9Y3D7
PR:000016036	gene	E1BU14; F1QDT4; O45784; Q05027; Q09869; Q16594; Q27272; Q55A39; Q5BKE0; Q8VI33; Q9SYH2
PR:000015829	gene	P55853; P63165; P63166; Q5I0H3; Q7SZR5; Q8QGH2
PR:000015815	gene	B0BN85; Q55ED0; Q5U3E4; Q9CX34; Q9Y2Z0
PR:000015797	gene	O13644; Q01590; Q08851; Q13190; Q20797; Q24509; Q54ZH1; Q6DG84; Q8K1E0; Q9LK09
PR:000015663	gene	O94529; P41848; Q04636; Q04678; Q04931; Q05153; Q05344; Q08943; Q08945; Q54G78
PR:000015632	gene	E7EZW6; F1NXV4; G4RYA5; O43032; P08240; P32916; Q3KRC3; Q54ZR7; Q9DBG7; Q9M0A0; Q9U5L1
PR:000015601	gene	F1QDN5; P32476; P52019; P52020; Q14534; Q54BK7; Q8VYH2; Q9C1W3

PR:000037930	sequence	O00487-1; O35593-1
PR:000035810	sequence	P19073-1; P40793-1; P60766-2; P60953-2; Q05062-1; Q8CFN2-1; Q90694-1
PR:000035808	sequence	P60766-1; P60953-1; Q8CFN2-2
PR:000032666	gene	O49653; O94637; P36132; Q55GU1; Q5RHZ6; Q8BWU5; Q9BL28; Q9NPF4; Q9VV41
PR:000031100	gene	B0S688; E1C0U9; G3V7R8; O22268; P41819; Q09522; Q54QK7; Q9D0D4; Q9UNQ2; Q9USU2; Q9VAQ5
PR:000030892	gene	B0BN82; E1BZU0; P36160; Q54DJ0; Q6P0C5; Q9H7B2; Q9JJ80; Q9LUG5; Q9N3F0; Q9UUG1; Q9VEB3
PR:000030317	gene	D3ZVF4; F4HTY0; O02173; P0DI81; P38334; Q08CN0; Q54RV6; Q5ZKP4; Q9CQP2; Q9USZ5; Q9VUZ1
PR:000029839	gene	A1Z6M6; E1BZP1; F1QHZ3; F4I456; O13754; O95801; P33313; Q09974; Q54M20; Q8R3H9
PR:000029821	gene	B2RYS9; O45241; P53738; Q09723; Q503F3; Q54N57; Q9DCG9; Q9UI30; Q9VP65
PR:000029790	gene	F1R9P0; P53215; Q54E29; Q5M965; Q5ZIR4; Q9CY52; Q9NWX6; Q9V3N8; Q9Y7T3
PR:000029647	gene	F1QWP7; P46087; Q922K7
PR:000029642	gene	D3ZDS4; F1QQ17; O35130; Q06287; Q92979; Q9M1J8; Q9W4J5; Q9XX15
PR:000029412	gene	D3ZD97; E7F3I8; F1NHI3; O35286; O42945; O43143; P53131; Q20875; Q54NJ4; Q7K3M5
PR:000029256	gene	F1M8H5; G5EFG4; O42943; P40024; Q8T6B7; Q99LE6; Q9FJH6; Q9UG63; Q9VXR5
PR:000029101	gene	O74414; P34558; Q03941; Q0P4C4; Q6AY55; Q8BHC4; Q8WVC6; Q9VI57; Q9ZQH0
PR:000028973	sequence	Q01658-1; Q5XI68-1; Q5ZMV3-1; Q91WV0-1
PR:000028331	sequence	P10809-1; P63038-1; Q5ZL72-1
PR:000027009	sequence	P37287-1; Q64323-1
PR:000027008	gene	B0S6Z8; F1NHQ4; P32363; P37287; P87172; Q18993; Q54QB2; Q64323; Q7JUM3; Q94BX4
PR:000026238	sequence	P05198-1; P68101-1; Q5ZLX2-1; Q6ZWX6-1
PR:000022019	sequence	O15269-1; O35704-1
PR:000017785	gene	D3ZWN1; O13724; O16999; O75312; P53303; Q1LY31; Q55E13; Q62384; Q9W379
PR:000017539	gene	E1BSV7; O15498; O60073; P36015; Q54ES8; Q5EGY4; Q7ZUN8; Q9CQW1; Q9TXZ9; Q9W3M8
PR:000017535	gene	E1C6B9; O94348; P53039; Q54QY3; Q5XID0; Q6P5I8; Q7YTG8; Q969M3; Q9EQQ2; Q9VK46

PR:000039185	sequence	P28066-1; Q9Z2U1-1
PR:000039143	sequence	O70435-1; P18422-1; P25788-1
PR:000039141	sequence	P18420-1; P25786-1; Q9R1P4-1
PR:000039117	sequence	O70251-1; P24534-1
PR:000039011	sequence	P19388-1; Q80UW8-1
PR:000039002	sequence	P18754-1; Q8VE37-1
PR:000038992	sequence	O08811-1; P18074-1
PR:000038990	sequence	P17980-1; Q63569-1
PR:000038924	sequence	P09606-1; P15104-1; P15105-1; P16580-1
PR:000038881	sequence	P06214-1; P10518-1; P13716-1
